id,category,user_query,selected_tool,selected_tool_arguments,expected_result,failure_mode,expected_score_min,expected_score_max,has_agent_history,agent_history,available_tools
ecommerce_2_turn0,ecommerce_multi_turn,Find a skincare product and show me the details,search_products,"{""query"": ""skincare"", ""limit"": 1}",pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_3_turn0,ecommerce_multi_turn,Search for laptop,search_products,"{""query"": ""laptop"", ""limit"": 5}",pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_4_turn0,ecommerce_multi_turn,Check my current order,get_cart,{},pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_4_turn1,ecommerce_multi_turn,Check my current order,get_cart,{},pass,,0.75,1.0,True,"[{""tool_name"": ""get_cart"", ""arguments"": {}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_5_turn0,ecommerce_multi_turn,"I want a tablet, use my discount code VIP30",search_products,"{""query"": ""tablet"", ""limit"": 1}",pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_5_turn1,ecommerce_multi_turn,"I want a tablet, use my discount code VIP30",get_cart,{},pass,,0.75,1.0,True,"[{""tool_name"": ""search_products"", ""arguments"": {""query"": ""tablet"", ""limit"": 1}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_5_turn2,ecommerce_multi_turn,"I want a tablet, use my discount code VIP30",add_to_cart,"{""product_id"": 81, ""quantity"": 1}",pass,,0.75,1.0,True,"[{""tool_name"": ""search_products"", ""arguments"": {""query"": ""tablet"", ""limit"": 1}, ""result"": {""success"": true}}, {""tool_name"": ""get_cart"", ""arguments"": {}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_5_turn3,ecommerce_multi_turn,"I want a tablet, use my discount code VIP30",apply_coupon,"{""coupon_code"": ""VIP30""}",pass,,0.75,1.0,True,"[{""tool_name"": ""search_products"", ""arguments"": {""query"": ""tablet"", ""limit"": 1}, ""result"": {""success"": true}}, {""tool_name"": ""get_cart"", ""arguments"": {}, ""result"": {""success"": true}}, {""tool_name"": ""add_to_cart"", ""arguments"": {""product_id"": 81, ""quantity"": 1}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_5_turn4,ecommerce_multi_turn,"I want a tablet, use my discount code VIP30",checkout,"{""payment_method"": ""credit_card""}",pass,,0.75,1.0,True,"[{""tool_name"": ""search_products"", ""arguments"": {""query"": ""tablet"", ""limit"": 1}, ""result"": {""success"": true}}, {""tool_name"": ""get_cart"", ""arguments"": {}, ""result"": {""success"": true}}, {""tool_name"": ""add_to_cart"", ""arguments"": {""product_id"": 81, ""quantity"": 1}, ""result"": {""success"": true}}, {""tool_name"": ""apply_coupon"", ""arguments"": {""coupon_code"": ""VIP30""}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
