id,category,user_query,selected_tool,selected_tool_arguments,expected_result,failure_mode,expected_score_min,expected_score_max,has_agent_history,agent_history,available_tools
ecommerce_6_turn0,ecommerce_multi_turn,Get me the cheapest mouse and checkout,search_products,"{""query"": ""mouse"", ""limit"": 1}",pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_7_turn0,ecommerce_multi_turn,Compare lamp options and buy the best one,search_products,"{""query"": ""lamp"", ""limit"": 5}",pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_7_turn1,ecommerce_multi_turn,Compare lamp options and buy the best one,get_product_details,"{""product_id"": 47}",pass,,0.75,1.0,True,"[{""tool_name"": ""search_products"", ""arguments"": {""query"": ""lamp"", ""limit"": 5}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_7_turn2,ecommerce_multi_turn,Compare lamp options and buy the best one,get_product_details,"{""product_id"": 110}",pass,,0.75,1.0,True,"[{""tool_name"": ""search_products"", ""arguments"": {""query"": ""lamp"", ""limit"": 5}, ""result"": {""success"": true}}, {""tool_name"": ""get_product_details"", ""arguments"": {""product_id"": 47}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_8_turn0,ecommerce_multi_turn,"I need a keyboard, find one and add it to cart",search_products,"{""query"": ""keyboard"", ""limit"": 1}",pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_9_turn0,ecommerce_multi_turn,"Browse sunglasses, show me the top product details, add to cart, and checkout",get_categories,{},pass,,0.75,1.0,False,[],"[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_9_turn1,ecommerce_multi_turn,"Browse sunglasses, show me the top product details, add to cart, and checkout",get_products_by_category,"{""category"": ""sunglasses"", ""limit"": 1}",pass,,0.75,1.0,True,"[{""tool_name"": ""get_categories"", ""arguments"": {}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_9_turn2,ecommerce_multi_turn,"Browse sunglasses, show me the top product details, add to cart, and checkout",get_product_details,"{""product_id"": 154}",pass,,0.75,1.0,True,"[{""tool_name"": ""get_categories"", ""arguments"": {}, ""result"": {""success"": true}}, {""tool_name"": ""get_products_by_category"", ""arguments"": {""category"": ""sunglasses"", ""limit"": 1}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_9_turn3,ecommerce_multi_turn,"Browse sunglasses, show me the top product details, add to cart, and checkout",add_to_cart,"{""product_id"": 154, ""quantity"": 1}",pass,,0.75,1.0,True,"[{""tool_name"": ""get_categories"", ""arguments"": {}, ""result"": {""success"": true}}, {""tool_name"": ""get_products_by_category"", ""arguments"": {""category"": ""sunglasses"", ""limit"": 1}, ""result"": {""success"": true}}, {""tool_name"": ""get_product_details"", ""arguments"": {""product_id"": 154}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
ecommerce_9_turn4,ecommerce_multi_turn,"Browse sunglasses, show me the top product details, add to cart, and checkout",add_to_cart,"{""product_id"": 154, ""quantity"": 1}",pass,,0.75,1.0,True,"[{""tool_name"": ""get_categories"", ""arguments"": {}, ""result"": {""success"": true}}, {""tool_name"": ""get_products_by_category"", ""arguments"": {""category"": ""sunglasses"", ""limit"": 1}, ""result"": {""success"": true}}, {""tool_name"": ""get_product_details"", ""arguments"": {""product_id"": 154}, ""result"": {""success"": true}}, {""tool_name"": ""add_to_cart"", ""arguments"": {""product_id"": 154, ""quantity"": 1}, ""result"": {""success"": true}}]","[{""name"": ""search_products"", ""description"": ""Search for products by keyword using DummyJSON API."", ""parameters"": {""type"": ""object"", ""properties"": {""query"": {""type"": ""string"", ""description"": ""Search keyword""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""query""]}}, {""name"": ""get_product_details"", ""description"": ""Get detailed information about a specific product."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""The unique ID of the product""}}, ""required"": [""product_id""]}}, {""name"": ""get_categories"", ""description"": ""Get all available product categories."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""get_products_by_category"", ""description"": ""Get products in a specific category."", ""parameters"": {""type"": ""object"", ""properties"": {""category"": {""type"": ""string"", ""description"": ""Category slug""}, ""limit"": {""type"": ""integer"", ""description"": ""Maximum results"", ""default"": 10}}, ""required"": [""category""]}}, {""name"": ""add_to_cart"", ""description"": ""Add a product to the shopping cart."", ""parameters"": {""type"": ""object"", ""properties"": {""product_id"": {""type"": ""integer"", ""description"": ""Product ID to add""}, ""quantity"": {""type"": ""integer"", ""description"": ""Quantity to add"", ""default"": 1}}, ""required"": [""product_id""]}}, {""name"": ""get_cart"", ""description"": ""Get the current shopping cart contents."", ""parameters"": {""type"": ""object"", ""properties"": {}, ""required"": []}}, {""name"": ""apply_coupon"", ""description"": ""Apply a discount coupon to the cart."", ""parameters"": {""type"": ""object"", ""properties"": {""coupon_code"": {""type"": ""string"", ""description"": ""Coupon code to apply""}}, ""required"": [""coupon_code""]}}, {""name"": ""checkout"", ""description"": ""Complete the purchase and checkout."", ""parameters"": {""type"": ""object"", ""properties"": {""payment_method"": {""type"": ""string"", ""description"": ""Payment method"", ""default"": ""credit_card""}}, ""required"": []}}]"
